option_name_normalized,concept,concept_id,name_needs_review,raw_option_value,normalized_option_value
CALIBER,CALIBER,CAL,no,.177 (4.5m),177_4_5M
CALIBER,CALIBER,CAL,no,.177 (4.5MM),177_4_5MM
CALIBER,CALIBER,CAL,no,.177 (4.5mm),177_4_5MM
CALIBER,CALIBER,CAL,no,.177 (4.5mm) & .22 (5.5mm),177_4_5MM_AND_22_5_5MM
CALIBER,CALIBER,CAL,no,.177 (4.5MM) - .20 (5.1MM) - .22 (5.5MM),177_4_5MM_20_5_1MM_22_5_5MM
CALIBER,CALIBER,CAL,no,.177 (4.5mm) /.20 (5.1mm) / .22 (5.5mm),177_4_5MM_20_5_1MM_22_5_5MM
CALIBER,CALIBER,CAL,no,.177 (4.5mm)**,177_4_5MM
CALIBER,CALIBER,CAL,no,.177 (6.35mm),177_6_35MM
CALIBER,CALIBER,CAL,no,.177 cal (4.5mm),177_CAL_4_5MM
CALIBER,CALIBER,CAL,no,.20,20
CALIBER,CALIBER,CAL,no,.20 (5.0 mm),20_5_0_MM
CALIBER,CALIBER,CAL,no,.20 (5.1 MM),20_5_1_MM
CALIBER,CALIBER,CAL,no,.20 (5.1 mm),20_5_1_MM
CALIBER,CALIBER,CAL,no,.20 (5.1MM),20_5_1MM
CALIBER,CALIBER,CAL,no,.20 (5.1mm),20_5_1MM
CALIBER,CALIBER,CAL,no,.200,200
CALIBER,CALIBER,CAL,no,.201,201
CALIBER,CALIBER,CAL,no,.216 (5.49mm),216_5_49MM
CALIBER,CALIBER,CAL,no,.217,217
CALIBER,CALIBER,CAL,no,.217 (5.51mm),217_5_51MM
CALIBER,CALIBER,CAL,no,.218,218
CALIBER,CALIBER,CAL,no,.219,219
CALIBER,CALIBER,CAL,no,.22,22
CALIBER,CALIBER,CAL,no,.22 (5.5 MM),22_5_5_MM
CALIBER,CALIBER,CAL,no,.22 (5.5 mm),22_5_5_MM
CALIBER,CALIBER,CAL,no,.22 (5.5 mm) & .25 (6.35 mm),22_5_5_MM_AND_25_6_35_MM
CALIBER,CALIBER,CAL,no,.22 (5.5 mm) / .25 (6.35 mm),22_5_5_MM_25_6_35_MM
CALIBER,CALIBER,CAL,no,.22 (5.5MM),22_5_5MM
CALIBER,CALIBER,CAL,no,.22 (5.5mm),22_5_5MM
CALIBER,CALIBER,CAL,no,.22 (5.5mm) RPB,22_5_5MM_RPB
CALIBER,CALIBER,CAL,no,.22 (6.35mm),22_6_35MM
CALIBER,CALIBER,CAL,no,.22 cal (5.5mm),22_CAL_5_5MM
CALIBER,CALIBER,CAL,no,.22-.30 with 1/2x20 #A83,22_30_WITH_1_2X20_A83
CALIBER,CALIBER,CAL,no,.25,25
CALIBER,CALIBER,CAL,no,.25 (6.35 MM),25_6_35_MM
CALIBER,CALIBER,CAL,no,.25 (6.35 mm),25_6_35_MM
CALIBER,CALIBER,CAL,no,.25 (6.35MM),25_6_35MM
CALIBER,CALIBER,CAL,no,.25 (6.35mm),25_6_35MM
CALIBER,CALIBER,CAL,no,.25 (6.35mm) & .30 (7.62mm),25_6_35MM_AND_30_7_62MM
CALIBER,CALIBER,CAL,no,.25 (6.35mm) / .30 (7.62mm),25_6_35MM_30_7_62MM
CALIBER,CALIBER,CAL,no,.25 (6.35mm) RPB,25_6_35MM_RPB
CALIBER,CALIBER,CAL,no,.25 (6.5MM),25_6_5MM
CALIBER,CALIBER,CAL,no,.25 cal (6.35mm),25_CAL_6_35MM
CALIBER,CALIBER,CAL,no,.30,30
CALIBER,CALIBER,CAL,no,.30 (7.62 mm),30_7_62_MM
CALIBER,CALIBER,CAL,no,.30 (7.62 MM),30_7_62_MM
CALIBER,CALIBER,CAL,no,.30 (7.62 mm) / .35 (9 mm),30_7_62_MM_35_9_MM
CALIBER,CALIBER,CAL,no,.30 (7.62MM),30_7_62MM
CALIBER,CALIBER,CAL,no,.30 (7.62mm),30_7_62MM
CALIBER,CALIBER,CAL,no,.30 (7.65mm),30_7_65MM
CALIBER,CALIBER,CAL,no,.30 cal (7.62m),30_CAL_7_62M
CALIBER,CALIBER,CAL,no,.30 cal (7.62mm),30_CAL_7_62MM
CALIBER,CALIBER,CAL,no,.30cal (7.62mm),30CAL_7_62MM
CALIBER,CALIBER,CAL,no,.35,35
CALIBER,CALIBER,CAL,no,.35 (5.5 mm),35_5_5_MM
CALIBER,CALIBER,CAL,no,.35 (8.89mm),35_8_89MM
CALIBER,CALIBER,CAL,no,.35 (9 mm),35_9_MM
CALIBER,CALIBER,CAL,no,.35 (9mm),35_9MM
CALIBER,CALIBER,CAL,no,.35 (9MM),35_9MM
CALIBER,CALIBER,CAL,no,.35 cal (9mm),35_CAL_9MM
CALIBER,CALIBER,CAL,no,.357,357
CALIBER,CALIBER,CAL,no,.357 (9mm),357_9MM
CALIBER,CALIBER,CAL,no,.357 (9MM),357_9MM
CALIBER,CALIBER,CAL,no,.357 with M18x1 #A64,357_WITH_M18X1_A64
CALIBER,CALIBER,CAL,no,.357 with M18x1 #A81,357_WITH_M18X1_A81
CALIBER,CALIBER,CAL,no,.35cal (9mm),35CAL_9MM
CALIBER,CALIBER,CAL,no,.45 (11.45 mm),45_11_45_MM
CALIBER,CALIBER,CAL,no,.45 (11.45 mm) & .50 (12.7 mm),45_11_45_MM_AND_50_12_7_MM
CALIBER,CALIBER,CAL,no,.45 (11.45 mm) / .50 (12.7 mm),45_11_45_MM_50_12_7_MM
CALIBER,CALIBER,CAL,no,.45 (11.45mm),45_11_45MM
CALIBER,CALIBER,CAL,no,.45 (11.6mm),45_11_6MM
CALIBER,CALIBER,CAL,no,.45 (6.35 mm),45_6_35_MM
CALIBER,CALIBER,CAL,no,.45/.50 with M18x1 #A87,45_50_WITH_M18X1_A87
CALIBER,CALIBER,CAL,no,.50 (12.7 mm),50_12_7_MM
CALIBER,CALIBER,CAL,no,.50 (12.7mm),50_12_7MM
CALIBER,CALIBER,CAL,no,.50 (7.62 mm),50_7_62_MM
CALIBER,CALIBER,CAL,no,.510 (12.95 mm),510_12_95_MM
CALIBER,CALIBER,CAL,no,.58 (14.73 mm),58_14_73_MM
CALIBER,CALIBER,CAL,no,.58 (14.73mm),58_14_73MM
CALIBER,CALIBER,CAL,no,.58 (14.7mm),58_14_7MM
CALIBER,CALIBER,CAL,no,.72 (18.28 mm),72_18_28_MM
CALIBER,CALIBER,CAL,no,.72 cal (18.29mm),72_CAL_18_29MM
CALIBER,CALIBER,CAL,no,.72 cal(18.29mm),72_CAL_18_29MM
CALIBER,CALIBER,CAL,no,177 (4.5MM),177_4_5MM
CALIBER,CALIBER,CAL,no,"250 MM (9.85"")",250_MM_9_85
CALIBER,CALIBER,CAL,no,"350 MM (13.75"")",350_MM_13_75
CALIBER,CALIBER,CAL,no,4.48mm (.1764),4_48MM_1764
CALIBER,CALIBER,CAL,no,4.49mm (.176),4_49MM_176
CALIBER,CALIBER,CAL,no,4.50mm (.1771),4_50MM_1771
CALIBER,CALIBER,CAL,no,4.51mm (.1775),4_51MM_1775
CALIBER,CALIBER,CAL,no,4.52mm (.1779),4_52MM_1779
CALIBER,CALIBER,CAL,no,4.52mm (.178),4_52MM_178
CALIBER,CALIBER,CAL,no,5.49mm (.216),5_49MM_216
CALIBER,CALIBER,CAL,no,5.49mm (.2161),5_49MM_2161
CALIBER,CALIBER,CAL,no,5.50mm (.2165),5_50MM_2165
CALIBER,CALIBER,CAL,no,5.51mm,5_51MM
CALIBER,CALIBER,CAL,no,5.51mm (.2169),5_51MM_2169
CALIBER,CALIBER,CAL,no,5.52mm,5_52MM
CALIBER,CALIBER,CAL,no,5.52mm (.2173),5_52MM_2173
CALIBER,CALIBER,CAL,no,6.34mm (.249),6_34MM_249
CALIBER,CALIBER,CAL,no,6.34mm (.2496),6_34MM_2496
CALIBER,CALIBER,CAL,no,6.35mm (.250),6_35MM_250
CALIBER,CALIBER,CAL,no,6.35mm (.2500),6_35MM_2500
CALIBER,CALIBER,CAL,no,6.36mm (.2503),6_36MM_2503
CALIBER,CALIBER,CAL,no,6.37mm (.2508),6_37MM_2508
CALIBER,CALIBER,CAL,no,7.61mm (.2996),7_61MM_2996
CALIBER,CALIBER,CAL,no,7.61mm (.30),7_61MM_30
CALIBER,CALIBER,CAL,no,7.62mm (.3000),7_62MM_3000
CALIBER,CALIBER,CAL,no,8.92mm (.3512),8_92MM_3512
CALIBER,CALIBER,CAL,no,8.94mm (.351),8_94MM_351
CALIBER,CALIBER,CAL,no,9.09mm (.358),9_09MM_358
CALIBER,CALIBER,CAL,no,Up to .25 (6.35 mm),UP_TO_25_6_35_MM
CALIBER,CALIBER,CAL,no,Up to .30 (7.62 mm),UP_TO_30_7_62_MM
CALIBRE,CALIBER,CAL,no,.177 (4.5MM),177_4_5MM
CALIBRE,CALIBER,CAL,no,.22 (5.5MM),22_5_5MM
CALIBRE,CALIBER,CAL,no,.25 (6.35MM,25_6_35MM
CALIBRE,CALIBER,CAL,no,.25 (6.35MM),25_6_35MM
CALIBRE,CALIBER,CAL,no,.30 (7.62MM),30_7_62MM
CALIBRE,CALIBER,CAL,no,4.5mm (.177),4_5MM_177
CALIBRE,CALIBER,CAL,no,5.5mm (.22),5_5MM_22
CALIBRE,CALIBER,CAL,no,6.35mm (.25),6_35MM_25
CALIBRE,CALIBER,CAL,no,7.62mm (.30),7_62MM_30
CALIBRE,CALIBER,CAL,no,9mm (.35),9MM_35
CALIBER_CONVERSION,CALIBER_CONVERSION,CAI,yes,From .22 (5.5 mm) to .25 (6.35 mm),FROM_22_5_5_MM_TO_25_6_35_MM
CALIBER_CONVERSION,CALIBER_CONVERSION,CAI,yes,From .25 (6.35 mm) to .22 (5.5 mm),FROM_25_6_35_MM_TO_22_5_5_MM
CARBON_FIBER_BOTTLE,CARBON_FIBER_BOTTLE,CAR,yes,1.1L RTI Bottle,1_1L_RTI_BOTTLE
CARBON_FIBER_BOTTLE,CARBON_FIBER_BOTTLE,CAR,yes,350CC,350CC
CARBON_FIBER_BOTTLE,CARBON_FIBER_BOTTLE,CAR,yes,470CC,470CC
CARBON_FIBER_BOTTLE,CARBON_FIBER_BOTTLE,CAR,yes,740cc Wolfiek Group Bottle,740CC_WOLFIEK_GROUP_BOTTLE
CARBON_FIBER_BOTTLE,CARBON_FIBER_BOTTLE,CAR,yes,740cc Wolfiek Group Bottle + M-Lok rail,740CC_WOLFIEK_GROUP_BOTTLE_M_LOK_RAIL
CHAMBERS_QUANTITY,CHAMBERS_QUANTITY,CHA,yes,3,3
CHAMBERS_QUANTITY,CHAMBERS_QUANTITY,CHA,yes,4,4
CHAMBERS_QUANTITY,CHAMBERS_QUANTITY,CHA,yes,5,5
CHAMBERS_QUANTITY,CHAMBERS_QUANTITY,CHA,yes,6,6
CHAMBERS_QUANTITY,CHAMBERS_QUANTITY,CHA,yes,7,7
CHAMBERS_QUANTITY,CHAMBERS_QUANTITY,CHA,yes,"For 350 mm (13.75"") barrel",FOR_350_MM_13_75_BARREL
CHAMBERS_QUANTITY,CHAMBERS_QUANTITY,CHA,yes,"For 450 mm (17.70"") barrel",FOR_450_MM_17_70_BARREL
CHAMBERS_QUANTITY,CHAMBERS_QUANTITY,CHA,yes,"For 600 mm (23.60"") barrel",FOR_600_MM_23_60_BARREL
CHOKE,CHOKE,CHO,no,No Choke,NO_CHOKE
CHOKE,CHOKE,CHO,no,With Choke,WITH_CHOKE
COL,COLOR,CLR,no,Black,BLACK
COL,COLOR,CLR,no,BLACK,BLACK
COL,COLOR,CLR,no,BLACK-BLACK,BLACK_BLACK
COL,COLOR,CLR,no,Black-Black,BLACK_BLACK
COL,COLOR,CLR,no,BLACK-RED,BLACK_RED
COL,COLOR,CLR,no,Black-Red,BLACK_RED
COL,COLOR,CLR,no,Blue,BLUE
COL,COLOR,CLR,no,Cerakote,CERAKOTE
COL,COLOR,CLR,no,Coyote,COYOTE
COL,COLOR,CLR,no,DESERT,DESERT
COL,COLOR,CLR,no,Desert,DESERT
COL,COLOR,CLR,no,Desert-Black,DESERT_BLACK
COL,COLOR,CLR,no,Desert-Desert,DESERT_DESERT
COL,COLOR,CLR,no,Green,GREEN
COL,COLOR,CLR,no,Grey,GREY
COL,COLOR,CLR,no,Red,RED
COL,COLOR,CLR,no,RED,RED
COL,COLOR,CLR,no,RED-BLACK,RED_BLACK
COL,COLOR,CLR,no,Red-Black,RED_BLACK
COL,COLOR,CLR,no,RED-RED,RED_RED
COL,COLOR,CLR,no,Red-Red,RED_RED
COL,COLOR,CLR,no,TACTICAL GREEN,TACTICAL_GREEN
COL,COLOR,CLR,no,Tactical green-Black,TACTICAL_GREEN_BLACK
COL,COLOR,CLR,no,Tactical green-Tactical green,TACTICAL_GREEN_TACTICAL_GREEN
COLOR,COLOR,CLR,no,1,1
COLOR,COLOR,CLR,no,2,2
COLOR,COLOR,CLR,no,Black,BLACK
COLOR,COLOR,CLR,no,BLACK,BLACK
COLOR,COLOR,CLR,no,black,BLACK
COLOR,COLOR,CLR,no,Black laser,BLACK_LASER
COLOR,COLOR,CLR,no,BLUE,BLUE
COLOR,COLOR,CLR,no,Brown,BROWN
COLOR,COLOR,CLR,no,Cerakote,CERAKOTE
COLOR,COLOR,CLR,no,CERAKOTE,CERAKOTE
COLOR,COLOR,CLR,no,clear,CLEAR
COLOR,COLOR,CLR,no,Dark Grey,DARK_GREY
COLOR,COLOR,CLR,no,dark-blue,DARK_BLUE
COLOR,COLOR,CLR,no,FDE,FDE
COLOR,COLOR,CLR,no,Forest,FOREST
COLOR,COLOR,CLR,no,Forrest,FORREST
COLOR,COLOR,CLR,no,Green,GREEN
COLOR,COLOR,CLR,no,GREEN,GREEN
COLOR,COLOR,CLR,no,green,GREEN
COLOR,COLOR,CLR,no,khaki,KHAKI
COLOR,COLOR,CLR,no,OD Green,OD_GREEN
COLOR,COLOR,CLR,no,Orange,ORANGE
COLOR,COLOR,CLR,no,Red,RED
COLOR,COLOR,CLR,no,RED,RED
COLOR,COLOR,CLR,no,Red-Black,RED_BLACK
COLOR,COLOR,CLR,no,Silver,SILVER
COLOR,COLOR,CLR,no,Silver Inox,SILVER_INOX
COLOR,COLOR,CLR,no,TAN,TAN
COLOR,COLOR,CLR,no,white,WHITE
COLOUR,COLOR,CLR,no,Black,BLACK
COLOUR,COLOR,CLR,no,BLACK,BLACK
COLOUR,COLOR,CLR,no,Red,RED
COLOUR,COLOR,CLR,no,RED,RED
COMPATIBILITY,COMPATIBILITY,COM,yes,For K1 Synthetic/Carbon Fiber Stock,FOR_K1_SYNTHETIC_CARBON_FIBER_STOCK
COMPATIBILITY,COMPATIBILITY,COM,yes,For K1 Walnut Stock,FOR_K1_WALNUT_STOCK
COMPATIBILITY,COMPATIBILITY,COM,yes,P-3,P_3
COMPATIBILITY,COMPATIBILITY,COM,yes,Priest II,PRIEST_II
COMPATIBILITY,COMPATIBILITY,COM,yes,Prophet I,PROPHET_I
COMPATIBILITY,COMPATIBILITY,COM,yes,Prophet II,PROPHET_II
COMPATIBLE_WITH,COMPATIBLE_WITH,COP,yes,Priest I / Priest II,PRIEST_I_PRIEST_II
COMPATIBLE_WITH,COMPATIBLE_WITH,COP,yes,Prophet II,PROPHET_II
COMPATIBLE_WITH_K1_MODEL,COMPATIBLE_WITH_K1_MODEL,CMP,yes,2017 - 2018 - 2019 - 2020,2017_2018_2019_2020
COMPATIBLE_WITH_K1_MODEL,COMPATIBLE_WITH_K1_MODEL,CMP,yes,2022 - 2023 - 2024,2022_2023_2024
COMPRESSOR_S_VOLTAGE,COMPRESSOR_S_VOLTAGE,CO,yes,110V / CAR 12V,110V_CAR_12V
COMPRESSOR_S_VOLTAGE,COMPRESSOR_S_VOLTAGE,CO,yes,220V / CAR 12V,220V_CAR_12V
CONNECTOR,CONNECTOR,CON,no,"1/8"" Female",1_8_FEMALE
CONNECTOR,CONNECTOR,CON,no,"1/8"" Female + Foster Female + EDgun Fill probe",1_8_FEMALE_FOSTER_FEMALE_EDGUN_FILL_PROBE
CONNECTOR,CONNECTOR,CON,no,EDgun Fill probe,EDGUN_FILL_PROBE
CONNECTOR,CONNECTOR,CON,no,Foster Female,FOSTER_FEMALE
COUNTRY,COUNTRY,COU,no,Brazil,BRAZIL
COUNTRY,COUNTRY,COU,no,CANADA,CANADA
COUNTRY,COUNTRY,COU,no,Canada,CANADA
COUNTRY,COUNTRY,COU,no,Chile,CHILE
COUNTRY,COUNTRY,COU,no,European Union,EUROPEAN_UNION
COUNTRY,COUNTRY,COU,no,Norway,NORWAY
COUNTRY,COUNTRY,COU,no,Rest of the World,REST_OF_THE_WORLD
COUNTRY,COUNTRY,COU,no,Rest of the world,REST_OF_THE_WORLD
COUNTRY,COUNTRY,COU,no,Switzerland,SWITZERLAND
COUNTRY,COUNTRY,COU,no,UK,UK
COUNTRY,COUNTRY,COU,no,UK < 6 FPE,UK_6_FPE
COUNTRY,COUNTRY,COU,no,UK <12 FPE,UK_12_FPE
COUNTRY,COUNTRY,COU,no,UK <6 FPE,UK_6_FPE
CUSTOM_ENGRAVING,CUSTOM_ENGRAVING,CUS,yes,No,NONE
CUSTOM_ENGRAVING,CUSTOM_ENGRAVING,CUS,yes,Yes,YES
DENOMINATIONS,DENOMINATIONS,DEN,no,"£1,000.00",1_000_00
DENOMINATIONS,DENOMINATIONS,DEN,no,£100.00,100_00
DENOMINATIONS,DENOMINATIONS,DEN,no,£250.00,250_00
DENOMINATIONS,DENOMINATIONS,DEN,no,£500.00,500_00
DENOMINATIONS,DENOMINATIONS,DEN,no,"€1,000.00",1_000_00
DENOMINATIONS,DENOMINATIONS,DEN,no,€100.00,100_00
DENOMINATIONS,DENOMINATIONS,DEN,no,€250.00,250_00
DENOMINATIONS,DENOMINATIONS,DEN,no,€500.00,500_00
DIE_CALIBER,DIE_CALIBER,DIE,yes,4.49mm (.176),4_49MM_176
DIE_CALIBER,DIE_CALIBER,DIE,yes,4.50mm (.1771),4_50MM_1771
DIE_CALIBER,DIE_CALIBER,DIE,yes,4.51mm (.1775),4_51MM_1775
DIE_CALIBER,DIE_CALIBER,DIE,yes,4.52mm (.1779),4_52MM_1779
DIE_CALIBER,DIE_CALIBER,DIE,yes,5.49mm (.216),5_49MM_216
DIE_CALIBER,DIE_CALIBER,DIE,yes,5.50mm (.2165),5_50MM_2165
DIE_CALIBER,DIE_CALIBER,DIE,yes,5.51mm (.2169),5_51MM_2169
DIE_CALIBER,DIE_CALIBER,DIE,yes,5.52mm (.2173),5_52MM_2173
DIE_CALIBER,DIE_CALIBER,DIE,yes,6.34mm (.249),6_34MM_249
DIE_CALIBER,DIE_CALIBER,DIE,yes,6.35mm (.250),6_35MM_250
DIE_CALIBER,DIE_CALIBER,DIE,yes,6.36mm (.2503),6_36MM_2503
DIE_CALIBER,DIE_CALIBER,DIE,yes,7.61mm (.2996),7_61MM_2996
DIE_CALIBER,DIE_CALIBER,DIE,yes,7.62mm (.30),7_62MM_30
DIE_CALIBER,DIE_CALIBER,DIE,yes,8.94mm (.351),8_94MM_351
DIE_CALIBER,DIE_CALIBER,DIE,yes,NO DIE,NO_DIE
EDGUN_SERVICE,EDGUN_SERVICE,EDG,yes,Gold,GOLD
EDGUN_SERVICE,EDGUN_SERVICE,EDG,yes,Platinum,PLATINUM
EDGUN_SERVICE,EDGUN_SERVICE,EDG,yes,Silver,SILVER
END,END,END,no,Silver · Quick Coupler Plug Foster,SILVER_QUICK_COUPLER_PLUG_FOSTER
END,END,END,no,Silver · Thread G1/8bsp Male,SILVER_THREAD_G1_8BSP_MALE
ENGRAVING,ENGRAVING,ENG,yes,P-3,P_3
ENGRAVING,ENGRAVING,ENG,yes,P-3 Compact,P_3_COMPACT
ENGRAVING,ENGRAVING,ENG,yes,Prophet I,PROPHET_I
ENGRAVING,ENGRAVING,ENG,yes,Prophet I Compact,PROPHET_I_COMPACT
ENGRAVING,ENGRAVING,ENG,yes,Prophet II,PROPHET_II
ENGRAVING,ENGRAVING,ENG,yes,Prophet II Compact,PROPHET_II_COMPACT
FEATURES,FEATURES,FEA,no,Multi-Rail adapter + detechable monopod + plate,MULTI_RAIL_ADAPTER_DETECHABLE_MONOPOD_PLATE
FINISH,FINISH,FIN,no,Black,BLACK
FINISH,FINISH,FIN,no,Cerakote,CERAKOTE
FINISH,FINISH,FIN,no,Desert,DESERT
FOR,FOR,FOR,yes,For 300mm Barrels,FOR_300MM_BARRELS
FOR,FOR,FOR,yes,For 550mm Barrels,FOR_550MM_BARRELS
FOR,FOR,FOR,yes,For 700mm Barrels,FOR_700MM_BARRELS
FOR,FOR,FOR,yes,Pellets,PELLETS
FOR,FOR,FOR,yes,Slugs,SLUGS
FOR_AEA_AIRGUN,FOR_AEA_AIRGUN,FOA,yes,Element,ELEMENT
FOR_AEA_AIRGUN,FOR_AEA_AIRGUN,FOA,yes,HP Carbine,HP_CARBINE
FOR_AEA_AIRGUN,FOR_AEA_AIRGUN,FOA,yes,HP MAX,HP_MAX
FOR_AEA_AIRGUN,FOR_AEA_AIRGUN,FOA,yes,HP SS,HP_SS
FOR_AEA_AIRGUN,FOR_AEA_AIRGUN,FOA,yes,HP SS Plus,HP_SS_PLUS
FOR_AEA_AIRGUN,FOR_AEA_AIRGUN,FOA,yes,HP Varmint,HP_VARMINT
FOR_AEA_AIRGUN,FOR_AEA_AIRGUN,FOA,yes,Terminator,TERMINATOR
FOR_BARREL,FOR_BARREL,FOB,yes,"250 mm (9.85"")",250_MM_9_85
FOR_BARREL,FOR_BARREL,FOB,yes,"350 mm (13.75"")",350_MM_13_75
FOR_BARREL,FOR_BARREL,FOB,yes,"450 m (17.70"")",450_M_17_70
FOR_BARREL,FOR_BARREL,FOB,yes,"600 mm (23.60"")",600_MM_23_60
FOR_BARREL_LENGTH,FOR_BARREL_LENGTH,FBL,yes,.177 (4.5mm) & .22 (5.5mm),177_4_5MM_AND_22_5_5MM
FOR_BARREL_LENGTH,FOR_BARREL_LENGTH,FBL,yes,.25 (6.35mm) & .30 (7.62mm),25_6_35MM_AND_30_7_62MM
FOR_BARREL_LENGTH,FOR_BARREL_LENGTH,FBL,yes,"25"" (635mm)",25_635MM
FOR_BARREL_LENGTH,FOR_BARREL_LENGTH,FBL,yes,"35"" (890mm)",35_890MM
FOR_BARREL_LENGTH,FOR_BARREL_LENGTH,FBL,yes,"350 MM (13.75"")",350_MM_13_75
FOR_BARREL_LENGTH,FOR_BARREL_LENGTH,FBL,yes,"450 MM (17.70"")",450_MM_17_70
FOR_BARREL_LENGTH,FOR_BARREL_LENGTH,FBL,yes,"600 MM (23.60"")",600_MM_23_60
FOR_BARREL_LENGTH,FOR_BARREL_LENGTH,FBL,yes,"For 250 mm (9.85"") barrel",FOR_250_MM_9_85_BARREL
FOR_BARREL_LENGTH,FOR_BARREL_LENGTH,FBL,yes,"For 350 mm (13.75"") barrel",FOR_350_MM_13_75_BARREL
FOR_BARREL_LENGTH,FOR_BARREL_LENGTH,FBL,yes,"For 450 mm (17.70"") barrel",FOR_450_MM_17_70_BARREL
FOR_BARREL_LENGTH,FOR_BARREL_LENGTH,FBL,yes,"For 600 mm (23.60"") barrel",FOR_600_MM_23_60_BARREL
FOR_CALIBER,FOR_CALIBER,FCA,yes,.177 (4.5 MM),177_4_5_MM
FOR_CALIBER,FOR_CALIBER,FCA,yes,.177 (4.5MM),177_4_5MM
FOR_CALIBER,FOR_CALIBER,FCA,yes,.20 (5.1MM) & .22 (5.5MM),20_5_1MM_AND_22_5_5MM
FOR_CALIBER,FOR_CALIBER,FCA,yes,.22 (5.5 MM),22_5_5_MM
FOR_CALIBER,FOR_CALIBER,FCA,yes,.25 (6.35 MM),25_6_35_MM
FOR_CALIBER,FOR_CALIBER,FCA,yes,.25 (6.35mm),25_6_35MM
FOR_CALIBER,FOR_CALIBER,FCA,yes,.25 (6.35MM),25_6_35MM
FOR_CALIBER,FOR_CALIBER,FCA,yes,.30 (7.62 mm),30_7_62_MM
FOR_CALIBER,FOR_CALIBER,FCA,yes,.30 (7.62 MM),30_7_62_MM
FOR_CALIBER,FOR_CALIBER,FCA,yes,.30 (7.62 mm) / .35 (9 mm),30_7_62_MM_35_9_MM
FOR_CALIBER,FOR_CALIBER,FCA,yes,.30 (7.62mm),30_7_62MM
FOR_CALIBER,FOR_CALIBER,FCA,yes,.30 (7.62MM),30_7_62MM
FOR_CALIBER,FOR_CALIBER,FCA,yes,.35 (9 mm),35_9_MM
FOR_CALIBER,FOR_CALIBER,FCA,yes,.45 (11.45 mm),45_11_45_MM
FOR_CALIBER,FOR_CALIBER,FCA,yes,.45 (11.45 mm) / .50 (12.7 mm),45_11_45_MM_50_12_7_MM
FOR_CALIBER,FOR_CALIBER,FCA,yes,.50 (12.7 mm),50_12_7_MM
FOR_CALIBERS,FOR_CALIBERS,FOC,yes,.177 (4.5mm) /.20 (5.1mm) / .22 (5.5mm),177_4_5MM_20_5_1MM_22_5_5MM
FOR_CALIBERS,FOR_CALIBERS,FOC,yes,.25 (6.35mm) / .30 (7.62mm),25_6_35MM_30_7_62MM
FOR_CALIBERS,FOR_CALIBERS,FOC,yes,.30 (7.62 mm) & .35 (9 mm),30_7_62_MM_AND_35_9_MM
FOR_CALIBERS,FOR_CALIBERS,FOC,yes,.45 (11.45 mm) & .50 (12.7 mm),45_11_45_MM_AND_50_12_7_MM
FOR_CALIBERS,FOR_CALIBERS,FOC,yes,.58 (14.73 mm) & .72 (18.28 mm),58_14_73_MM_AND_72_18_28_MM
FOR_HANDGUARD,FOR_HANDGUARD,FOH,yes,PICATINNY,PICATINNY
FOR_HANDGUARD,FOR_HANDGUARD,FOH,yes,REFLEX,REFLEX
FOR_RTI_MODEL,FOR_RTI_MODEL,FRR,yes,Priest I & II (one unit),PRIEST_I_AND_II_ONE_UNIT
FOR_RTI_MODEL,FOR_RTI_MODEL,FRR,yes,Prophet I & II · P-3  (two units),PROPHET_I_AND_II_P_3_TWO_UNITS
FOR_SERIES,FOR_SERIES,FOS,yes,Challenger,CHALLENGER
FOR_SERIES,FOR_SERIES,FOS,yes,Element,ELEMENT
FOR_SERIES,FOR_SERIES,FOS,yes,HP,HP
FOR_SERIES,FOR_SERIES,FOS,yes,Select Fire (SF),SELECT_FIRE_SF
FOR_SERIES,FOR_SERIES,FOS,yes,Terminator,TERMINATOR
GAUGE,GAUGE,GAU,no,Black WIKA,BLACK_WIKA
GAUGE,GAUGE,GAU,no,EDMU,EDMU
GAUGE,GAUGE,GAU,no,mEaZy,MEAZY
GAUGE,GAUGE,GAU,no,No,NONE
GAUGE,GAUGE,GAU,no,White WIKA,WHITE_WIKA
GAUGE,GAUGE,GAU,no,Wika Black (0 - 250 BAR),WIKA_BLACK_0_250_BAR
GAUGE,GAUGE,GAU,no,Wika Black (0 - 315 BAR),WIKA_BLACK_0_315_BAR
GIFT,GIFT,GFT,no,€100,100
GIFT,GIFT,GFT,no,€1000,1000
GIFT,GIFT,GFT,no,€200,200
GIFT,GIFT,GFT,no,€2000,2000
GIFT,GIFT,GFT,no,€50,50
GIFT,GIFT,GFT,no,€500,500
REGALO,GIFT,GFT,no,€100,100
REGALO,GIFT,GFT,no,€1000,1000
REGALO,GIFT,GFT,no,€200,200
REGALO,GIFT,GFT,no,€2000,2000
REGALO,GIFT,GFT,no,€50,50
REGALO,GIFT,GFT,no,€500,500
GK1_CALIBER,GK1_CALIBER,GK1,yes,.25 (6.35 mm),25_6_35_MM
GK1_CALIBER,GK1_CALIBER,GK1,yes,22 (5.5 mm),22_5_5_MM
GRIP,GRIP,GRI,no,Black,BLACK
GRIP,GRIP,GRI,no,BLACK,BLACK
GRIP,GRIP,GRI,no,Full Metal,FULL_METAL
GRIP,GRIP,GRI,no,Micarta Black,MICARTA_BLACK
GRIP,GRIP,GRI,no,Micarta Red,MICARTA_RED
